"longitude","latitude","yield_kg_ha","kg_N_ha","kg_P_ha","kg_K_ha"
37.183888,10.704047,2312,0,26.4,0
37.319628,9.102382,3225,0,26.4,0
37.319628,9.102382,3738,0,26.4,0
38.631497,6.36288,2850,0,26.4,0
38.631497,6.36288,2506,0,26.4,0
38.631497,6.36288,2775,0,26.4,0
28.248077,-28.955951,1613,0,17.6,0
28.248077,-28.955951,1590,0,26.4,0
28.248077,-28.955951,2778,0,17.6,0
28.248077,-28.955951,2621,0,35.2,0
28.248077,-28.955951,1747,0,26.4,0
28.248077,-28.955951,2821,0,8.8,0
28.248077,-28.955951,1467,0,8.8,0
28.248077,-28.955951,3562,0,8.8,0
28.248077,-28.955951,2666,0,26.4,0
28.248077,-28.955951,1590,0,17.6,0
28.248077,-28.955951,2934,0,17.6,0
28.248077,-28.955951,4099,0,17.6,0
28.248077,-28.955951,2016,0,26.4,0
28.248077,-28.955951,2867,0,17.6,0
28.248077,-28.955951,3987,0,26.4,0
28.248077,-28.955951,1971,0,17.6,0
28.248077,-28.955951,1725,0,17.6,0
28.248077,-28.955951,1882,0,26.4,0
28.248077,-28.955951,1501,0,8.8,0
28.248077,-28.955951,2083,0,17.6,0
28.248077,-28.955951,2733,0,8.8,0
28.248077,-28.955951,1994,0,8.8,0
36.631694,-3.42194,4000,0,17.6,0
36.631694,-3.42194,3400,0,17.6,0
36.631694,-3.42194,4100,0,17.6,0
36.635019,-3.314637,3400,0,17.6,0
34.852278,-8.563664,2917,0,17.6,0
39.004633,-10.503818,1860,0,35.2,0
39.004633,-10.503818,2100,0,17.6,0
39.004633,-10.503818,1900,0,35.2,0
39.004633,-10.503818,2080,0,17.6,0
39.004633,-10.503818,2800,0,52.8,0
39.004633,-10.503818,2500,0,52.8,0
39.004633,-10.503818,1820,0,17.6,0
39.004633,-10.503818,2800,0,52.8,0
39.004633,-10.503818,1400,0,52.8,0
39.004633,-10.503818,2000,0,17.6,0
39.004633,-10.503818,2400,0,52.8,0
39.004633,-10.503818,2150,0,52.8,0
39.004633,-10.503818,1800,0,35.2,0
39.004633,-10.503818,2150,0,52.8,0
39.004633,-10.503818,2100,0,52.8,0
39.004633,-10.503818,1700,0,52.8,0
39.004633,-10.503818,2100,0,35.2,0
39.004633,-10.503818,3400,0,52.8,0
39.004633,-10.503818,2100,0,52.8,0
39.004633,-10.503818,1700,0,52.8,0
39.004633,-10.503818,3200,0,52.8,0
39.004633,-10.503818,1900,0,35.2,0
39.004633,-10.503818,1400,0,17.6,0
39.004633,-10.503818,1420,0,35.2,0
39.004633,-10.503818,1400,0,35.2,0
39.004633,-10.503818,2000,0,35.2,0
39.004633,-10.503818,1400,0,35.2,0
39.004633,-10.503818,3500,0,52.8,0
39.004633,-10.503818,3000,0,52.8,0
39.004633,-10.503818,1800,0,17.6,0
37.933316,-4.200009,3611,0,35.2,0
37.933316,-4.200009,2153,0,35.2,0
37.933316,-4.200009,3611,0,35.2,0
37.933316,-4.200009,2986,0,35.2,0
37.933316,-4.200009,2153,0,35.2,0
37.933316,-4.200009,2986,0,35.2,0
37.933316,-4.200009,2639,0,35.2,0
37.933316,-4.200009,2639,0,35.2,0
35.8,-8.199999,3555,0,8.8,0
35.8,-8.199999,2239,0,39.6,0
35.8,-8.199999,2040,0,39.6,0
35.8,-8.199999,1646,0,19.8,0
35.8,-8.199999,3555,0,8.8,0
35.8,-8.199999,2667,0,17.6,0
35.8,-8.199999,2300,0,19.8,0
35.8,-8.199999,1710,0,19.8,0
35.8,-8.199999,2996,0,17.6,0
35.8,-8.199999,2239,0,17.6,0
33.44206,-8.942791,3490,0,39.6,0
33.44206,-8.942791,2304,0,17.6,0
33.44206,-8.942791,1844,0,19.8,0
33.44206,-8.942791,4872,0,19.8,0
33.44206,-8.942791,3490,0,39.6,0
33.44206,-8.942791,4016,0,19.8,0
33.44206,-8.942791,2304,0,17.6,0
33.44206,-8.942791,2239,0,8.8,0
33.44206,-8.942791,3555,0,17.6,0
33.44206,-8.942791,2304,0,8.8,0
33.041865,-9.38891,3660,0,19.8,0
33.041865,-9.38891,2100,0,19.8,0
33.041865,-9.38891,1897,0,39.6,0
33.041865,-9.38891,3160,0,39.6,0
33.041865,-9.38891,3424,0,39.6,0
32.872617,-9.194918,1975,0,17.6,0
32.872617,-9.194918,1416,0,19.8,0
32.872617,-9.194918,3951,0,8.8,0
32.872617,-9.194918,2403,0,39.6,0
32.872617,-9.194918,1399,0,19.8,0
32.872617,-9.194918,4280,0,17.6,0
32.872617,-9.194918,1605,0,19.8,0
32.872617,-9.194918,3160,0,8.8,0
32.941189,-9.093221,1897,0,39.6,0
32.941189,-9.093221,1604,0,19.8,0
32.941189,-9.093221,2436,0,17.6,0
32.941189,-9.093221,1416,0,39.6,0
32.941189,-9.093221,2173,0,19.8,0
33.467895,-8.942431,1646,0,8.8,0
33.467895,-8.942431,3951,0,17.6,0
33.467895,-8.942431,1909,0,8.8,0
33.467895,-8.942431,3226,0,17.6,0
33.366081,-9.113396,1875,0,17.6,0
33.529905,-8.907806,2381,0,39.6,0
33.529905,-8.907806,1646,0,39.6,0
33.529905,-8.907806,1910,0,39.6,0
33.529905,-8.907806,2700,0,39.6,0
33.529905,-8.907806,2239,0,19.8,0
33.529905,-8.907806,2634,0,19.8,0
33.529905,-8.907806,3753,0,17.6,0
33.529905,-8.907806,2716,0,19.8,0
33.529905,-8.907806,2074,0,17.6,0
33.529905,-8.907806,2897,0,19.8,0
33.529905,-8.907806,2782,0,8.8,0
33.529905,-8.907806,1481,0,17.6,0
31.30086,-5.805917,4339,0,13.2,0
31.30086,-5.805917,2290,0,26.4,0
31.30086,-5.805917,1687,0,13.2,0
31.30086,-5.805917,1929,0,26.4,0
31.30086,-5.805917,3013,0,26.4,0
31.30086,-5.805917,3013,0,13.2,0
31.179629,-7.854228,4505,0,13.2,0
31.179629,-7.854228,2481,0,13.2,0
31.179629,-7.854228,2873,0,26.4,0
31.179629,-7.854228,4701,0,13.2,0
31.179629,-7.854228,3460,0,26.4,0
31.351495,-7.692846,3537,0,13.2,0
31.351495,-7.692846,2260,0,13.2,0
31.351495,-7.692846,2319,0,26.4,0
31.351495,-7.692846,1492,0,13.2,0
31.351495,-7.692846,3819,0,26.4,0
31.351495,-7.692846,4271,0,13.2,0
31.351495,-7.692846,4597,0,26.4,0
31.351495,-7.692846,3722,0,26.4,0
31.351495,-7.692846,3248,0,13.2,0
31.444594,-7.847335,2734,0,13.2,0
31.444594,-7.847335,2793,0,26.4,0
31.444594,-7.847335,2853,0,26.4,0
31.642406,-7.932448,1411,0,26.4,0
31.642406,-7.932448,1531,0,26.4,0
31.642406,-7.932448,2417,0,26.4,0
31.642406,-7.932448,2090,0,13.2,0
31.642406,-7.932448,1472,0,26.4,0
31.642406,-7.932448,1504,0,13.2,0
31.642406,-7.932448,1772,0,13.2,0
31.642406,-7.932448,2095,0,26.4,0
31.642406,-7.932448,3384,0,13.2,0
31.642406,-7.932448,4270,0,13.2,0
31.642406,-7.932448,1630,0,13.2,0
38.433808,-5.165723,2266,0,17.6,0
38.433808,-5.165723,1778,0,17.6,0
38.433808,-5.165723,2051,0,35.2,0
38.433808,-5.165723,2867,0,17.6,0
38.433808,-5.165723,1933,0,52.8,0
38.433808,-5.165723,3800,0,17.6,0
38.433808,-5.165723,1633,0,35.2,0
38.433808,-5.165723,3000,0,35.2,0
38.433808,-5.165723,3850,0,52.8,0
38.433808,-5.165723,3220,0,52.8,0
38.433808,-5.165723,2000,0,52.8,0
38.433808,-5.165723,1814,0,52.8,0
38.433808,-5.165723,3783,0,35.2,0
38.433808,-5.165723,2833,0,35.2,0
38.433808,-5.165723,3266,0,17.6,0
29.476051,-3.446416,2111,0,17.6,50
29.476051,-3.446416,2085,0,17.6,50
36.631694,-3.42194,5600,0,17.6,25
36.631694,-3.42194,5800,0,17.6,25
36.631694,-3.42194,4533,0,17.6,25
37.430491,-3.522895,5400,0,17.6,25
37.430491,-3.522895,5200,0,17.6,25
37.430491,-3.522895,4600,0,17.6,25
37.430491,-3.522895,3200,0,17.6,25
37.430491,-3.522895,4600,0,17.6,25
37.430491,-3.522895,4800,0,17.6,25
37.430491,-3.522895,3600,0,17.6,25
38.020663,-5.416264,5163,0,17.6,25
38.904164,-4.928118,3003,0,17.6,25
38.904164,-4.928118,5504,0,17.6,25
-4.715659,10.643124,1800,20,17.6,25
-4.715659,10.643124,2600,20,8.8,25
-3.216675,10.972055,2468,20,17.6,25
-3.216675,10.972055,2783,20,17.6,25
-3.216675,10.972055,3172,20,17.6,25
-3.216675,10.972055,3431,20,8.8,25
29.766667,-3.016667,1852,30,17.6,25
29.766667,-3.016667,2722,30,35.2,25
29.766667,-3.016667,3555,30,17.6,25
29.766667,-3.016667,1963,30,17.6,25
29.766667,-3.016667,2074,30,35.2,25
29.766667,-3.016667,3704,30,35.2,25
29.766667,-3.016667,1963,30,17.6,25
23.935268,-6.755132,3101,180,26.4,75
23.935268,-6.755132,3735,180,26.4,75
23.935268,-6.755132,4883,180,110,75
23.935268,-6.755132,3442,180,26.4,75
23.935268,-6.755132,3760,180,52.8,75
23.935268,-6.755132,4321,180,52.8,75
23.935268,-6.755132,3760,180,52.8,75
23.935268,-6.755132,4614,180,79.2,75
23.935268,-6.755132,4663,180,110,75
23.935268,-6.755132,4614,180,79.2,75
23.935268,-6.755132,4187,180,79.2,75
23.935268,-6.755132,3101,180,26.4,75
23.935268,-6.755132,4321,180,52.8,75
23.935268,-6.755132,3442,180,26.4,75
23.935268,-6.755132,4187,180,79.2,75
23.935268,-6.755132,3735,180,26.4,75
23.935268,-6.755132,4688,180,110,75
23.935268,-6.755132,4883,180,110,75
23.935268,-6.755132,4663,180,110,75
23.935268,-6.755132,4321,180,52.8,75
23.935268,-6.755132,4663,180,79.2,75
23.935268,-6.755132,4858,180,79.2,75
23.935268,-6.755132,4150,180,110,75
23.935268,-6.755132,4858,180,79.2,75
23.935268,-6.755132,4321,180,52.8,75
23.935268,-6.755132,4956,180,110,75
23.935268,-6.755132,4492,180,110,75
23.935268,-6.755132,4688,180,110,75
23.935268,-6.755132,4492,180,110,75
23.935268,-6.755132,4736,180,26.4,75
23.935268,-6.755132,4956,180,110,75
23.935268,-6.755132,4187,180,26.4,75
23.935268,-6.755132,3516,180,52.8,75
23.935268,-6.755132,4199,180,79.2,75
23.935268,-6.755132,4663,180,79.2,75
23.935268,-6.755132,4199,180,79.2,75
23.935268,-6.755132,4297,180,52.8,75
23.935268,-6.755132,3442,180,26.4,75
23.935268,-6.755132,4187,180,26.4,75
23.935268,-6.755132,4578,180,79.2,75
23.935268,-6.755132,4150,180,110,75
23.935268,-6.755132,4297,180,52.8,75
23.935268,-6.755132,3442,180,26.4,75
23.935268,-6.755132,4663,180,52.8,75
23.935268,-6.755132,4736,180,26.4,75
23.935268,-6.755132,4663,180,52.8,75
23.935268,-6.755132,4578,180,79.2,75
23.935268,-6.755132,3516,180,52.8,75
23.757333,-6.236123,3501,180,26.4,75
23.757333,-6.236123,3090,180,79.2,75
23.757333,-6.236123,3993,180,52.8,75
23.757333,-6.236123,3283,180,26.4,75
23.757333,-6.236123,4869,180,79.2,75
23.757333,-6.236123,3857,180,52.8,75
23.757333,-6.236123,4020,180,110,75
23.757333,-6.236123,3857,180,52.8,75
23.757333,-6.236123,3009,180,26.4,75
23.757333,-6.236123,3283,180,26.4,75
23.757333,-6.236123,3912,180,110,75
23.757333,-6.236123,4020,180,110,75
23.757333,-6.236123,3501,180,26.4,75
23.757333,-6.236123,1942,180,110,75
23.757333,-6.236123,4869,180,79.2,75
23.757333,-6.236123,3528,180,79.2,75
23.757333,-6.236123,3364,180,52.8,75
23.757333,-6.236123,4321,180,52.8,75
23.757333,-6.236123,3364,180,52.8,75
23.757333,-6.236123,3993,180,52.8,75
23.757333,-6.236123,4458,180,110,75
23.757333,-6.236123,3090,180,79.2,75
23.757333,-6.236123,3432,180,52.8,75
23.757333,-6.236123,4376,180,110,75
23.757333,-6.236123,3816,180,79.2,75
23.757333,-6.236123,4376,180,110,75
23.757333,-6.236123,3816,180,79.2,75
23.757333,-6.236123,4321,180,52.8,75
23.757333,-6.236123,2052,180,79.2,75
23.757333,-6.236123,2599,180,52.8,75
23.757333,-6.236123,4458,180,110,75
23.757333,-6.236123,3501,180,26.4,75
23.757333,-6.236123,3419,180,79.2,75
23.757333,-6.236123,3501,180,110,75
23.757333,-6.236123,3912,180,110,75
23.757333,-6.236123,3419,180,26.4,75
23.757333,-6.236123,3774,180,110,75
23.757333,-6.236123,1942,180,110,75
23.757333,-6.236123,5033,180,52.8,75
23.757333,-6.236123,3432,180,52.8,75
23.757333,-6.236123,2052,180,79.2,75
23.757333,-6.236123,3009,180,26.4,75
23.757333,-6.236123,3774,180,110,75
23.757333,-6.236123,3829,180,79.2,75
23.757333,-6.236123,2078,180,52.8,75
23.757333,-6.236123,5170,180,110,75
23.757333,-6.236123,3528,180,79.2,75
23.757333,-6.236123,2106,180,52.8,75
23.757333,-6.236123,5033,180,52.8,75
23.757333,-6.236123,4431,180,26.4,75
23.757333,-6.236123,2881,180,26.4,75
23.757333,-6.236123,3829,180,79.2,75
23.757333,-6.236123,3241,180,79.2,75
23.757333,-6.236123,2078,180,52.8,75
23.757333,-6.236123,3419,180,26.4,75
23.757333,-6.236123,3419,180,79.2,75
23.757333,-6.236123,3241,180,79.2,75
23.757333,-6.236123,3501,180,110,75
23.757333,-6.236123,2881,180,26.4,75
23.757333,-6.236123,3063,180,52.8,75
23.757333,-6.236123,2599,180,52.8,75
23.757333,-6.236123,4144,180,79.2,75
23.757333,-6.236123,3501,180,26.4,75
23.757333,-6.236123,2653,180,110,75
23.757333,-6.236123,3419,180,26.4,75
23.757333,-6.236123,4431,180,26.4,75
23.757333,-6.236123,2762,180,52.8,75
23.757333,-6.236123,3419,180,26.4,75
23.757333,-6.236123,3419,180,26.4,75
23.757333,-6.236123,4144,180,79.2,75
23.757333,-6.236123,3419,180,26.4,75
23.757333,-6.236123,1805,180,26.4,75
23.757333,-6.236123,5170,180,110,75
23.757333,-6.236123,2270,180,26.4,75
23.757333,-6.236123,3063,180,52.8,75
23.757333,-6.236123,2270,180,26.4,75
23.757333,-6.236123,2106,180,52.8,75
23.757333,-6.236123,1805,180,26.4,75
23.757333,-6.236123,2653,180,110,75
23.757333,-6.236123,2762,180,52.8,75
23.757333,-6.236123,4185,180,79.2,75
23.757333,-6.236123,3090,180,79.2,75
23.757333,-6.236123,2461,180,52.8,75
23.757333,-6.236123,2735,180,79.2,75
23.757333,-6.236123,3228,180,110,75
23.757333,-6.236123,2215,180,110,75
23.757333,-6.236123,2434,180,26.4,75
23.757333,-6.236123,3090,180,52.8,75
23.757333,-6.236123,3009,180,52.8,75
23.757333,-6.236123,3228,180,110,75
23.757333,-6.236123,3090,180,79.2,75
23.757333,-6.236123,2872,180,79.2,75
23.757333,-6.236123,3145,180,110,75
23.757333,-6.236123,2434,180,26.4,75
23.757333,-6.236123,2927,180,52.8,75
23.757333,-6.236123,2215,180,110,75
23.757333,-6.236123,2544,180,52.8,75
23.757333,-6.236123,3145,180,110,75
23.757333,-6.236123,3145,180,26.4,75
23.757333,-6.236123,2215,180,52.8,75
23.757333,-6.236123,2735,180,79.2,75
23.757333,-6.236123,2899,180,26.4,75
23.757333,-6.236123,2899,180,26.4,75
23.757333,-6.236123,3145,180,26.4,75
23.757333,-6.236123,3009,180,52.8,75
23.757333,-6.236123,3419,180,110,75
23.757333,-6.236123,2927,180,52.8,75
23.757333,-6.236123,2325,180,26.4,75
23.757333,-6.236123,4185,180,79.2,75
23.757333,-6.236123,3528,180,110,75
23.757333,-6.236123,2325,180,110,75
23.757333,-6.236123,2748,180,79.2,75
23.757333,-6.236123,2721,180,79.2,75
23.757333,-6.236123,3090,180,52.8,75
23.757333,-6.236123,2721,180,79.2,75
23.757333,-6.236123,3419,180,110,75
23.757333,-6.236123,2599,180,26.4,75
23.757333,-6.236123,2872,180,79.2,75
23.757333,-6.236123,2215,180,52.8,75
23.757333,-6.236123,2325,180,26.4,75
23.757333,-6.236123,2461,180,52.8,75
23.757333,-6.236123,2544,180,52.8,75
23.757333,-6.236123,3528,180,110,75
23.757333,-6.236123,2748,180,79.2,75
23.757333,-6.236123,2599,180,26.4,75
23.757333,-6.236123,2325,180,110,75
-14.560441,13.566968,3889,60,17.6,33
-14.560441,13.566968,3203,60,35.2,33
-14.560441,13.566968,3889,60,35.2,33
-14.560441,13.566968,4040,60,17.6,33
-14.560441,13.566968,2222,60,35.2,33
-14.560441,13.566968,2778,60,17.6,33
-14.560441,13.566968,3889,60,35.2,33
-14.560441,13.566968,3333,60,17.6,33
-14.887254,13.671124,3436,60,35.2,33
-14.887254,13.671124,2333,60,35.2,33
-14.887254,13.671124,1925,60,35.2,33
-14.887254,13.671124,1976,60,17.6,33
-14.887254,13.671124,3162,60,35.2,33
-14.887254,13.671124,3428,60,17.6,33
-14.887254,13.671124,1862,60,17.6,33
-14.887254,13.671124,1777,60,17.6,33
-14.887254,13.671124,2133,60,17.6,33
-14.887254,13.671124,2280,60,17.6,33
-14.887254,13.671124,2678,60,35.2,33
-14.887254,13.671124,1905,60,17.6,33
-14.887254,13.671124,5000,60,35.2,33
-14.887254,13.671124,2074,60,35.2,33
-14.887254,13.671124,3459,60,17.6,33
-14.887254,13.671124,4784,60,17.6,33
-14.887254,13.671124,1976,60,35.2,33
-14.887254,13.671124,1962,60,17.6,33
-14.887254,13.671124,2685,60,35.2,33
-15.209242,13.747446,3453,60,17.6,33
-15.209242,13.747446,3505,60,17.6,33
-15.209242,13.747446,2952,60,35.2,33
-15.209242,13.747446,2785,60,17.6,33
-15.209242,13.747446,2469,60,35.2,33
-15.121846,13.594758,2134,60,17.6,33
-15.121846,13.594758,2320,60,35.2,33
-15.121846,13.594758,1966,60,17.6,33
-15.121846,13.594758,2620,60,17.6,33
-15.121846,13.594758,2203,60,35.2,33
-15.121846,13.594758,2191,60,17.6,33
-15.121846,13.594758,2078,60,35.2,33
-13.889225,13.400684,2777,60,35.2,33
-13.889225,13.400684,3428,60,17.6,33
-13.889225,13.400684,1854,60,35.2,33
-13.889225,13.400684,2921,60,17.6,33
-13.889225,13.400684,2247,60,35.2,33
-13.889225,13.400684,1900,60,35.2,33
-13.889225,13.400684,3370,60,35.2,33
-13.889225,13.400684,3876,60,17.6,33
-13.889225,13.400684,2653,60,35.2,33
-13.889225,13.400684,2894,60,17.6,33
-13.889225,13.400684,1918,60,35.2,33
-13.889225,13.400684,2800,60,17.6,33
-13.889225,13.400684,2531,60,17.6,33
-13.889225,13.400684,3591,60,17.6,33
-13.889225,13.400684,2337,60,35.2,33
-13.889225,13.400684,3090,60,17.6,33
-14.189474,13.303248,6535,60,35.2,33
-14.189474,13.303248,2700,60,17.6,33
-14.189474,13.303248,2330,60,35.2,33
-14.189474,13.303248,2352,60,35.2,33
-14.189474,13.303248,4600,60,35.2,33
-14.189474,13.303248,4600,60,35.2,33
-14.189474,13.303248,3150,60,35.2,33
-14.189474,13.303248,5200,60,17.6,33
-14.189474,13.303248,3800,60,17.6,33
-14.189474,13.303248,4141,60,35.2,33
-14.189474,13.303248,3030,60,35.2,33
-14.189474,13.303248,6091,60,17.6,33
-14.189474,13.303248,5151,60,17.6,33
-14.189474,13.303248,2352,60,17.6,33
-14.189474,13.303248,2285,60,17.6,33
-14.189474,13.303248,4414,60,17.6,33
-14.047811,13.472852,3775,60,35.2,33
-14.047811,13.472852,2900,60,35.2,33
-14.047811,13.472852,2778,60,35.2,33
-14.047811,13.472852,2932,60,17.6,33
-14.047811,13.472852,3950,60,17.6,33
-14.047811,13.472852,2778,60,35.2,33
-14.047811,13.472852,4325,60,17.6,33
-14.047811,13.472852,3086,60,17.6,33
-14.047811,13.472852,2778,60,35.2,33
-14.047811,13.472852,1900,60,35.2,33
-14.047811,13.472852,1852,60,17.6,33
-14.047811,13.472852,3751,60,17.6,33
-16.728378,13.284009,1800,60,17.6,33
-16.728378,13.284009,5020,60,35.2,33
-16.728378,13.284009,1900,60,35.2,33
-16.728378,13.284009,2920,60,17.6,33
-16.728378,13.284009,3900,60,35.2,33
-16.728378,13.284009,4820,60,17.6,33
-16.728378,13.284009,3780,60,17.6,33
-15.921521,13.230887,2145,60,17.6,33
-15.921521,13.230887,1750,60,17.6,33
-15.921521,13.230887,1800,60,35.2,33
-15.921521,13.230887,1920,60,35.2,33
-15.921521,13.230887,2110,60,17.6,33
-14.651901,12.182068,1750,45,17.6,8
-14.651901,12.182068,2233,45,11,8
-14.651901,12.182068,2694,45,22,8
-14.651901,12.182068,2053,45,11,8
-14.651901,12.182068,3140,45,22,8
-14.651901,12.182068,2238,45,11,8
-14.651901,12.182068,2604,45,11,8
-14.874226,12.049429,1814,45,35.2,17
-14.874226,12.049429,1981,45,35.2,17
-14.874226,12.049429,1886,50,17.6,8
-14.874226,12.049429,1788,45,11,8
-14.575796,12.385902,2727,45,17.6,17
-14.575796,12.385902,2071,50,17.6,8
-14.575796,12.385902,3728,45,35.2,17
-14.575796,12.385902,1891,45,22,8
-14.575796,12.385902,4804,45,35.2,17
-14.575796,12.385902,3279,45,11,8
-14.575796,12.385902,2250,50,35.2,8
-14.575796,12.385902,4712,45,17.6,17
-14.575796,12.385902,2100,50,17.6,8
-14.575796,12.385902,5296,45,35.2,17
-14.575796,12.385902,1910,50,17.6,8
-14.575796,12.385902,4553,45,22,8
-14.575796,12.385902,1977,45,17.6,17
-14.575796,12.385902,4375,50,17.6,8
-14.575796,12.385902,2037,45,22,8
-14.575796,12.385902,3500,50,35.2,8
-14.575796,12.385902,1879,45,22,8
-14.575796,12.385902,7058,50,35.2,8
-14.575796,12.385902,1809,45,35.2,17
-14.575796,12.385902,4517,45,22,8
-14.575796,12.385902,3125,50,17.6,8
-14.575796,12.385902,4083,50,35.2,8
-14.575796,12.385902,4754,50,17.6,8
-14.575796,12.385902,1896,50,17.6,8
-14.575796,12.385902,8333,50,35.2,8
-14.575796,12.385902,2082,45,22,8
-14.575796,12.385902,3021,50,17.6,8
-14.504225,12.312112,3325,50,17.6,8
-14.504225,12.312112,3471,50,17.6,8
-14.504225,12.312112,4521,50,35.2,8
-14.107899,11.892605,2050,45,17.6,8
-14.107899,11.892605,3325,45,8.8,8
-14.107899,11.892605,3875,45,17.6,8
-15.25,11.766667,3649,45,17.6,17
-15.25,11.766667,3438,50,17.6,8
-15.25,11.766667,2188,50,17.6,8
-15.25,11.766667,2917,50,35.2,8
-15.25,11.766667,4848,45,35.2,17
-14.705555,11.732116,3107,45,17.6,17
-14.705555,11.732116,3844,50,35.2,8
-14.705555,11.732116,2552,45,17.6,17
-14.705555,11.732116,5510,45,11,8
-14.705555,11.732116,3086,45,17.6,17
-14.705555,11.732116,2607,45,22,8
-14.705555,11.732116,3828,45,35.2,17
-14.705555,11.732116,2377,45,35.2,17
-14.705555,11.732116,3774,45,35.2,17
-14.705555,11.732116,3711,45,35.2,17
-14.705555,11.732116,5119,45,17.6,17
-14.705555,11.732116,5400,45,35.2,17
-14.705555,11.732116,2709,50,17.6,8
-14.705555,11.732116,5249,45,22,8
-14.705555,11.732116,4083,50,35.2,8
-14.705555,11.732116,6032,45,11,8
-14.705555,11.732116,1823,50,17.6,8
-15.540953,12.449782,2080,45,17.6,17
-15.540953,12.449782,2885,45,17.6,17
-15.540953,12.449782,3120,45,35.2,17
-15.540953,12.449782,1973,45,35.2,17
-15.540953,12.449782,3178,45,35.2,17
-15.540953,12.449782,4214,45,35.2,17
-15.540953,12.449782,3267,45,35.2,17
-15.540953,12.449782,1944,45,17.6,17
-16.195093,11.935524,7206,45,35.2,8
-16.195093,11.935524,3507,45,11,8
-16.466667,12.23333,1785,45,35.2,17
-14.107899,11.892605,4103,45,17.6,17
-14.107899,11.892605,4754,45,35.2,17
-14.107899,11.892605,4479,45,35.2,17
-14.107899,11.892605,1917,50,17.6,8
-14.107899,11.892605,3542,50,35.2,8
-14.107899,11.892605,1902,45,35.2,17
-14.107899,11.892605,2702,45,17.6,17
-14.107899,11.892605,1779,45,22,8
-14.107899,11.892605,2302,45,17.6,17
-14.107899,11.892605,2777,45,17.6,17
-14.107899,11.892605,4679,45,35.2,17
-14.107899,11.892605,3528,45,35.2,17
-13.943169,12.331057,2642,45,22,8
-13.943169,12.331057,6119,45,22,8
-13.943169,12.331057,3923,45,11,8
-13.943169,12.331057,5268,45,11,8
-14.14628,12.562641,2500,50,17.6,8
-14.14628,12.562641,2502,45,35.2,17
-14.14628,12.562641,3878,45,35.2,17
-14.14628,12.562641,1751,45,35.2,17
-14.14628,12.562641,2084,50,35.2,8
-14.14628,12.562641,2002,45,17.6,17
-14.14628,12.562641,2652,45,17.6,17
-14.14628,12.562641,3125,50,17.6,8
-13.943169,12.331057,2421,50,17.6,8
-13.943169,12.331057,3978,45,35.2,17
-13.943169,12.331057,2217,50,17.6,8
-13.943169,12.331057,2627,45,17.6,17
-13.943169,12.331057,3374,45,22,8
-13.943169,12.331057,2450,50,35.2,8
-13.943169,12.331057,4766,45,11,8
-13.943169,12.331057,4825,45,22,8
-13.943169,12.331057,3918,45,35.2,17
-13.943169,12.331057,3753,45,17.6,17
-14.492714,12.385692,1750,50,17.6,8
-14.492714,12.385692,4253,45,17.6,17
-14.492714,12.385692,2479,50,35.2,8
-14.492714,12.385692,2865,45,22,8
-14.492714,12.385692,2177,45,17.6,17
-14.492714,12.385692,4253,45,35.2,17
-14.492714,12.385692,2827,45,35.2,17
-14.492714,12.385692,3063,50,17.6,8
-14.492714,12.385692,2709,50,17.6,8
-14.492714,12.385692,4754,45,35.2,17
-14.492714,12.385692,4351,45,22,8
-14.492714,12.385692,4504,45,17.6,17
-14.492714,12.385692,2467,45,11,8
-14.492714,12.385692,4086,45,11,8
-14.492714,12.385692,1875,50,35.2,8
-15.45987,12.231681,2292,50,17.6,8
-15.45987,12.231681,2919,45,11,8
-15.45987,12.231681,3210,45,22,8
-15.45987,12.231681,2084,50,35.2,8
-15.204793,12.491901,1776,45,17.6,17
-15.204793,12.491901,2502,45,35.2,17
-15.204793,12.491901,3749,45,35.2,17
-15.204793,12.491901,2758,45,17.6,17
-15.17723,12.295308,1941,45,22,8
-15.305069,12.077267,2902,45,35.2,17
-15.305069,12.077267,3753,45,17.6,17
-15.305069,12.077267,2902,45,35.2,17
-15.305069,12.077267,2902,45,17.6,17
-15.305069,12.077267,8350,45,11,8
-15.305069,12.077267,9163,45,22,8
-15.305069,12.077267,4641,45,35.2,17
-15.305069,12.077267,4816,45,35.2,17
-15.305069,12.077267,2902,45,17.6,17
-15.305069,12.077267,3315,45,17.6,17
-15.296123,11.725218,2709,45,17.6,8
-15.296123,11.725218,3334,45,8.8,8
-15.228663,11.543684,1876,45,35.2,17
-15.228663,11.543684,2377,45,17.6,17
-15.254144,11.272325,1844,45,22,8
-14.933433,11.333392,1875,45,11,8
8.703085,9.530561,3000,66,33.44,37
8.703085,9.530561,2000,66,16.72,37
8.941071,9.551913,1800,66,33.44,37
8.994782,9.293604,2080,66,16.72,37
8.994782,9.293604,2020,66,16.72,37
8.994782,9.293604,2420,66,33.44,37
9.410959,9.406708,3840,66,33.44,37
9.410959,9.406708,5400,66,16.72,37
29.759952,-2.599165,4909,88,27.72,35
29.759952,-2.599165,5151,88,27.72,35
29.759952,-2.599165,4826,60,26.4,50
29.759952,-2.599165,3403,60,26.4,50
29.759952,-2.599165,5712,88,18.48,35
29.759952,-2.599165,3652,60,52.8,50
29.759952,-2.599165,3833,88,18.48,35
29.759952,-2.599165,5136,88,18.48,35
29.759952,-2.599165,3393,60,52.8,50
29.759952,-2.599165,5135,88,27.72,35
29.759952,-2.599165,5484,88,9.24,35
29.759952,-2.599165,4121,88,9.24,35
